step,loss
15660,1.99700000
15670,1.16360000
15680,1.67180000
15690,1.04910000
15700,1.78090000
15710,1.81070000
15720,1.26860000
15730,1.97100000
15740,1.83040000
15750,1.19500000
15760,1.33130000
15770,1.69630000
15780,1.42880000
15790,1.41440000
15800,0.84080000
15810,1.57680000
15820,0.96460000
15830,1.20350000
15840,0.95320000
15850,1.26400000
15860,0.76980000
15870,1.79100000
15880,2.16910000
15890,1.19070000
15900,1.49200000
15910,2.42280000
15920,1.38610000
15930,0.87620000
15940,1.93130000
15950,2.01070000
15960,1.68720000
15970,1.83620000
15980,1.41140000
15990,1.34800000
16000,1.73160000
16010,1.40150000
16020,1.60840000
16030,0.72510000
16040,1.26570000
16050,1.24770000
16060,1.07190000
16070,2.24110000
16080,0.98530000
16090,1.57990000
16100,0.93130000
16110,2.61800000
16120,1.44580000
16130,0.76100000
16140,1.84580000
16150,1.16380000
16160,1.98000000
16170,1.14570000
16180,0.88010000
16190,1.71180000
16200,0.96070000
16210,1.72550000
16220,1.46720000
16230,1.35660000
16240,1.35430000
16250,1.13340000
16260,2.48730000
16270,0.78360000
16280,1.39760000
16290,1.89400000
16300,1.11640000
16310,0.72840000
16320,1.03230000
16330,2.42360000
16340,1.61300000
16350,1.56230000
16360,1.30430000
16370,1.66140000
16380,1.40520000
16390,1.62270000
16400,1.51260000
16410,1.73330000
16420,1.65380000
16430,1.87670000
16440,1.51250000
16450,1.50500000
16460,2.18650000
16470,1.66620000
16480,1.81900000
16490,1.13390000
16500,1.26740000
16510,1.20980000
16520,1.20450000
16530,1.34070000
16540,2.25300000
16550,1.47300000
16560,1.60800000
16570,1.20700000
16580,1.74540000
16590,1.54860000
16600,1.32190000
16610,1.35150000
16620,1.98410000
16630,1.51010000
16640,0.70870000
16650,1.35870000
16660,1.04450000
16670,0.96920000
16680,1.05470000
16690,1.37280000
16700,1.22500000
16710,2.23910000
16720,1.68850000
16730,1.91720000
16740,1.85610000
16750,0.71850000
16760,1.88270000
16770,1.24280000
16780,0.85220000
16790,1.53540000
16800,1.49000000
16810,0.98640000
16820,1.53170000
16830,0.76350000
16840,1.49170000
16850,2.28580000
16860,1.81460000
16870,1.28230000
16880,1.63590000
16890,1.68440000
16900,1.18670000
16910,1.20580000
16920,1.66630000
16930,1.35580000
16940,1.64290000
16950,1.25670000
16960,1.86310000
16970,1.33220000
16980,1.30830000
16990,1.06080000
17000,1.86540000
17010,1.69200000
17020,1.16440000
17030,1.64600000
17040,1.38220000
17050,0.79630000
17060,1.05650000
17070,1.47030000
17080,1.11620000
17090,1.34960000
17100,2.57960000
17110,1.56630000
17120,1.33940000
17130,1.38290000
17140,1.11310000
17150,1.06440000
17160,0.80420000
17170,1.38960000
17180,1.22920000
17190,0.99010000
17200,1.39440000
17210,1.85770000
17220,1.55650000
17230,1.45340000
17240,1.80780000
17250,1.57180000
17260,0.71200000
17270,1.59670000
17280,0.89040000
17290,1.69520000
17300,1.94260000
17310,1.58550000
17320,1.73180000
17330,1.53140000
17340,2.07970000
17350,1.76300000
17360,1.17200000
17370,1.33010000
17380,0.86960000
17390,1.31230000
17400,1.41830000
17410,1.58610000
17420,1.24960000
17430,1.33360000
17440,1.49210000
17450,1.13860000
17460,1.29310000
17470,1.56360000
17480,1.68630000
17490,1.16270000
17500,1.58860000
17510,1.17150000
17520,1.18570000
17530,1.37520000
17540,0.99320000
17550,1.56780000
17560,1.53470000
17570,1.82060000
17580,1.74090000
17590,1.72020000
17600,0.97930000
17610,1.40260000
17620,1.61530000
17630,1.54240000
17640,1.47660000
17650,1.41210000
17660,1.25880000
17670,0.86910000
17680,0.93140000
17690,1.18850000
17700,1.96570000
17710,1.21060000
17720,1.32260000
17730,1.62010000
17740,1.59240000
17750,1.86980000
17760,1.75510000
17770,1.31140000
17780,1.53390000
17790,2.05020000
17800,1.37640000
17810,1.83060000
17820,1.58130000
17830,1.86720000
17840,1.63270000
17850,1.36870000
17860,1.76460000
17870,2.07100000
17880,1.83660000
17890,1.42930000
17900,1.17230000
17910,1.54600000
17920,1.43240000
17930,1.45170000
17940,1.57590000
17950,1.06320000
17960,1.76560000
17970,1.68760000
17980,1.70830000
17990,1.30700000
18000,1.12200000
18010,1.66510000
18020,1.50530000
18030,1.37650000
18040,0.91610000
18050,1.05880000
18060,2.02580000
18070,2.04570000
18080,1.76720000
18090,2.13940000
18100,1.79090000
18110,1.85840000
18120,1.52310000
18130,0.97850000
18140,1.23110000
18150,1.64920000
18160,1.50600000
18170,1.12810000
18180,1.09090000
18190,1.47490000
18200,1.45920000
18210,1.30480000
18220,0.76810000
18230,0.73860000
18240,2.82210000
18250,1.14590000
18260,1.25870000
18270,0.82570000
18280,1.27350000
18290,2.00410000
18300,1.41930000
18310,1.33530000
18320,1.56850000
18330,1.74860000
18340,1.39020000
18350,1.32450000
18360,1.61000000
18370,1.40690000
18380,1.51580000
18390,1.75680000
18400,1.17960000
18410,0.92560000
18420,1.23570000
18430,1.71230000
18440,1.06490000
18450,1.13330000
18460,1.20270000
18470,1.54910000
18480,0.98130000
18490,2.10880000
18500,1.10420000
18510,1.07580000
18520,1.22940000
18530,2.15900000
18540,1.33560000
18550,2.10830000
18560,1.61590000
18570,1.55590000
18580,1.04820000
18590,1.21020000
18600,2.03790000
18610,1.39620000
18620,1.36490000
18630,1.51660000
18640,1.05710000
18650,1.46280000
18660,1.37080000
18670,2.01690000
18680,1.24250000
18690,0.82350000
18700,1.55340000
18710,1.76700000
18720,1.29680000
18730,1.00300000
18740,1.10150000
18750,2.45870000
18760,1.53310000
18770,1.44750000
18780,1.17840000
18790,1.31950000
18800,0.87730000
18810,1.52200000
18820,1.37770000
18830,0.98960000
18840,1.88780000
18850,1.00340000
18860,1.11130000
18870,1.19620000
18880,1.22200000
18890,1.77670000
18900,2.23730000
18910,1.71280000
18920,1.57010000
18930,1.82770000
18940,1.81050000
18950,1.23540000
18960,1.02120000
18970,1.16620000
18980,1.20650000
18990,2.26400000
19000,1.50060000
19010,1.84770000
19020,1.55140000
19030,1.72030000
19040,0.98040000
19050,1.89450000
19060,1.29840000
19070,0.79770000
19080,1.39580000
19090,1.31390000
19100,1.61230000
19110,1.52190000
19120,1.33430000
19130,0.92240000
19140,0.92510000
19150,0.71670000
19160,1.24180000
19170,1.44250000
19180,0.80640000
19190,1.91260000
19200,1.30720000
19210,1.89190000
19220,1.12430000
19230,1.19280000
19240,1.25100000
19250,1.80480000
19260,1.85350000
19270,1.87950000
19280,1.88390000
19290,2.27540000
19300,1.64110000
19310,1.26490000
19320,0.68620000
19330,1.24450000
19340,2.18780000
19350,2.20170000
19360,2.15630000
19370,1.45030000
19380,1.11420000
19390,1.79280000
19400,1.51750000
19410,1.70370000
19420,2.08790000
19430,1.76690000
19440,1.72970000
19450,1.56790000
19460,1.37610000
19470,0.96000000
19480,1.22060000
19490,1.66900000
19500,1.37770000
19510,2.16400000
19520,1.74130000
19530,1.86510000
19540,0.80700000
19550,1.09410000
19560,1.53020000
19570,1.25970000
19580,1.47080000
19590,1.44940000
19600,1.91680000
19610,1.02450000
19620,1.36380000
19630,1.37920000
19640,1.04210000
19650,1.51680000
19660,1.44380000
19670,1.79010000
19680,0.87910000
19690,0.97970000
19700,1.20430000
19710,1.24760000
19720,1.31320000
19730,1.38720000
19740,1.80850000
19750,1.41350000
19760,1.39310000
19770,1.11880000
19780,1.89300000
19790,1.61270000
19800,1.17310000
19810,1.80660000
19820,1.38300000
19830,1.38000000
19840,1.22130000
19850,1.23580000
19860,0.99070000
19870,0.88600000
19880,1.32330000
19890,1.13070000
19900,1.95450000
19910,2.10840000
19920,1.40980000
19930,1.85000000
19940,1.11940000
19950,1.32700000
19960,0.70480000
19970,1.32550000
19980,1.41540000
19990,1.27850000
20000,1.58610000
