step,loss
5530,1.98230000
5540,1.82280000
5550,1.68280000
5560,1.44780000
5570,2.33660000
5580,1.57560000
5590,1.77750000
5600,1.19530000
5610,1.45050000
5620,1.05980000
5630,1.87350000
5640,1.00780000
5650,1.04280000
5660,1.05480000
5670,2.07410000
5680,1.25780000
5690,1.27710000
5700,1.26090000
5710,2.05250000
5720,1.27590000
5730,2.21900000
5740,1.91880000
5750,1.89160000
5760,1.92990000
5770,1.72210000
5780,1.28660000
5790,2.05930000
5800,1.80930000
5810,1.82170000
5820,1.14110000
5830,1.51740000
5840,0.76710000
5850,1.30910000
5860,1.56910000
5870,2.24690000
5880,1.88930000
5890,1.51500000
5900,1.43410000
5910,1.69140000
5920,1.92790000
5930,1.61840000
5940,2.37100000
5950,1.68260000
5960,1.81380000
5970,1.49300000
5980,1.73440000
5990,1.69690000
6000,1.35160000
6010,0.95420000
6020,1.13760000
6030,1.83510000
6040,0.81030000
6050,1.39380000
6060,2.01350000
6070,1.18600000
6080,1.49800000
6090,1.54280000
6100,1.21380000
6110,2.30860000
6120,1.50340000
6130,1.40890000
6140,1.17200000
6150,1.87550000
6160,1.33080000
6170,1.73400000
6180,1.60540000
6190,1.46670000
6200,1.62170000
6210,1.68250000
6220,1.65460000
6230,2.27970000
6240,1.75570000
6250,1.61430000
6260,2.10170000
6270,1.13220000
6280,1.14500000
6290,1.50110000
6300,2.02950000
6310,1.26740000
6320,1.43060000
6330,1.63600000
6340,1.45670000
6350,2.05990000
6360,1.66350000
6370,1.32720000
6380,1.80840000
6390,1.33260000
6400,1.50190000
6410,0.91340000
6420,1.79030000
6430,2.17510000
6440,1.45800000
6450,1.56750000
6460,0.70710000
6470,1.42610000
6480,2.08140000
6490,1.10560000
6500,1.56310000
6510,2.26670000
6520,2.17700000
6530,1.84480000
6540,1.81530000
6550,1.74350000
6560,1.48400000
6570,1.59970000
6580,1.84470000
6590,1.44150000
6600,1.98050000
6610,2.03020000
6620,1.21470000
6630,1.35760000
6640,1.53100000
6650,1.68250000
6660,1.37280000
6670,1.21580000
6680,1.42830000
6690,1.66210000
6700,2.13070000
6710,1.67020000
6720,1.40870000
6730,1.09700000
6740,0.89290000
6750,1.25180000
6760,1.01700000
6770,2.13290000
6780,2.05860000
6790,1.09040000
6800,2.06620000
6810,1.55860000
6820,1.55060000
6830,2.11950000
6840,1.97450000
6850,1.34530000
6860,1.06470000
6870,1.58130000
6880,1.53140000
6890,1.17870000
6900,1.82920000
6910,1.51060000
6920,2.09690000
6930,1.02150000
6940,2.07800000
6950,2.71340000
6960,2.24990000
6970,1.48470000
6980,1.22050000
6990,1.92400000
7000,2.13200000
7010,1.69900000
7020,2.48810000
7030,1.64180000
7040,1.50550000
7050,1.82380000
7060,0.88170000
7070,1.25750000
7080,0.96310000
7090,2.57240000
7100,1.71250000
7110,1.19060000
7120,1.19040000
7130,1.42690000
7140,1.10270000
7150,1.53480000
7160,1.42910000
7170,1.52140000
7180,2.03440000
7190,0.99700000
7200,1.77690000
7210,1.75900000
7220,1.73070000
7230,1.00430000
7240,1.53800000
7250,1.86810000
7260,1.49440000
7270,1.36900000
7280,1.15340000
7290,2.11510000
7300,1.46320000
7310,1.71940000
7320,1.52270000
7330,1.39880000
7340,1.84720000
7350,1.44820000
7360,1.61810000
7370,1.90100000
7380,1.35010000
7390,1.51720000
7400,1.61190000
7410,1.96870000
7420,1.29490000
7430,1.67500000
7440,1.86090000
7450,2.03790000
7460,2.06910000
7470,1.36810000
7480,1.57430000
7490,1.72250000
7500,1.80400000
7510,1.75800000
7520,1.62740000
7530,1.68300000
7540,1.46250000
7550,2.33740000
7560,1.62360000
7570,1.72870000
7580,1.42150000
7590,1.47620000
7600,0.96720000
7610,1.15500000
7620,0.98490000
7630,1.53440000
7640,1.42330000
7650,1.57100000
7660,1.29770000
7670,1.49970000
7680,1.69510000
7690,1.62170000
7700,1.19820000
7710,1.32650000
7720,1.45930000
7730,1.65910000
7740,1.56160000
7750,1.24230000
7760,2.91070000
7770,1.46280000
7780,1.87130000
7790,1.07890000
7800,0.82440000
7810,1.86140000
7820,1.60740000
7830,1.57370000
7840,1.78540000
7850,1.52210000
7860,1.79810000
7870,1.57900000
7880,1.61080000
7890,1.29560000
7900,1.74860000
7910,1.41160000
7920,1.44080000
7930,0.98500000
7940,1.84990000
7950,1.75400000
7960,1.16900000
7970,1.91530000
7980,1.47680000
7990,1.32770000
8000,1.82420000
8010,2.01210000
8020,1.77430000
8030,2.06590000
8040,1.46270000
8050,1.22950000
8060,1.04090000
8070,1.39510000
8080,2.34490000
8090,2.17410000
8100,0.93610000
8110,1.15520000
8120,2.34820000
8130,1.80360000
8140,1.70290000
8150,2.83470000
8160,2.15430000
8170,1.03200000
8180,1.30850000
8190,1.30050000
8200,1.22420000
8210,2.05170000
8220,1.51560000
8230,1.75060000
8240,1.38060000
8250,1.67100000
8260,1.71900000
8270,1.47690000
8280,1.75870000
8290,1.35900000
8300,1.35290000
8310,1.99820000
8320,2.31470000
8330,1.43270000
8340,1.63260000
8350,1.63940000
8360,1.83230000
8370,0.61720000
8380,1.32100000
8390,1.87770000
8400,2.14150000
8410,1.98630000
8420,1.35930000
8430,1.23140000
8440,0.95760000
8450,1.29890000
8460,1.47110000
8470,2.13150000
8480,1.24040000
8490,0.75780000
8500,1.60830000
8510,1.96180000
8520,1.58300000
8530,1.80010000
8540,1.29160000
8550,1.02930000
8560,1.36660000
8570,1.55740000
8580,1.33140000
8590,1.42110000
8600,1.62130000
8610,2.08950000
8620,1.12840000
8630,1.29460000
8640,1.53460000
8650,1.39990000
8660,1.78540000
8670,1.24100000
8680,1.63170000
8690,1.35500000
8700,1.77020000
8710,1.25720000
8720,1.86270000
8730,1.41430000
8740,1.42350000
8750,1.75910000
8760,1.53700000
8770,1.42310000
8780,1.40860000
8790,1.84760000
8800,1.58970000
8810,1.37730000
8820,0.95270000
8830,1.62700000
8840,1.56000000
8850,1.19410000
8860,1.72260000
8870,0.94180000
8880,1.60740000
8890,2.12490000
8900,2.10070000
8910,0.73930000
8920,1.38850000
8930,1.17200000
8940,1.38440000
8950,0.72400000
8960,1.83110000
8970,1.33510000
8980,0.97730000
8990,1.86250000
9000,2.10000000
9010,1.52140000
9020,1.29600000
9030,1.13040000
9040,2.08410000
9050,1.70000000
9060,0.87010000
9070,1.46670000
9080,1.71130000
9090,1.73560000
9100,1.50480000
9110,2.01150000
9120,2.17440000
9130,2.20600000
9140,1.83030000
9150,0.87670000
9160,2.59980000
9170,1.84130000
9180,1.34020000
9190,1.35030000
9200,2.13700000
9210,1.32680000
9220,1.17310000
9230,2.27120000
9240,1.06460000
9250,1.16390000
9260,1.81460000
9270,1.45890000
9280,0.89300000
9290,1.30930000
9300,0.76550000
9310,1.19050000
9320,1.35960000
9330,1.61460000
9340,1.68580000
9350,1.08470000
9360,1.74510000
9370,0.77930000
9380,1.26490000
9390,1.70020000
9400,1.63890000
9410,1.85770000
9420,2.41190000
9430,0.94190000
9440,1.13450000
9450,0.97260000
9460,1.42520000
9470,2.13960000
9480,1.38960000
9490,1.87880000
9500,0.66270000
9510,2.50620000
9520,1.67940000
9530,1.61550000
9540,2.09910000
9550,1.10500000
9560,1.60480000
9570,1.20970000
9580,0.93220000
9590,1.78620000
9600,0.25830000
9610,1.54280000
9620,1.97460000
9630,1.18620000
9640,1.96700000
9650,1.48040000
9660,1.39840000
9670,1.69650000
9680,1.44180000
9690,1.55220000
9700,1.94960000
9710,1.43220000
9720,2.13400000
9730,1.10370000
9740,1.67820000
9750,1.06560000
9760,1.78090000
9770,1.60360000
9780,1.35050000
9790,0.98470000
9800,2.18160000
9810,1.07010000
9820,1.70470000
9830,1.35040000
9840,2.12050000
9850,1.96950000
9860,1.85180000
9870,1.53060000
9880,1.27190000
9890,1.75770000
9900,1.70430000
9910,1.86180000
9920,1.73520000
9930,1.63940000
9940,1.15250000
9950,1.60720000
9960,1.06370000
9970,1.06430000
9980,1.49250000
9990,0.97070000
10000,1.30380000
10010,1.18700000
10020,1.40000000
10030,0.71320000
10040,1.63800000
10050,1.09740000
10060,1.58590000
10070,1.69090000
10080,1.98260000
10090,1.60370000
10100,1.40880000
10110,1.22630000
10120,1.24260000
10130,1.68000000
10140,1.48910000
10150,1.93970000
10160,1.92080000
10170,1.70260000
10180,1.07130000
10190,2.13840000
10200,1.78940000
10210,1.91490000
10220,0.82320000
10230,1.60370000
10240,1.41340000
10250,1.67750000
10260,1.36040000
10270,1.27510000
10280,1.44550000
10290,2.18390000
10300,1.44150000
10310,1.43200000
10320,1.35260000
10330,1.21670000
10340,0.88950000
10350,2.11460000
10360,1.30730000
10370,2.38780000
10380,1.73600000
10390,1.35340000
10400,1.60590000
10410,2.09980000
10420,1.52280000
10430,0.94620000
10440,1.44560000
10450,1.45630000
10460,1.23470000
10470,1.45600000
10480,1.45070000
10490,1.80280000
10500,1.40500000
10510,1.89120000
10520,1.31410000
10530,2.23550000
10540,1.23710000
10550,1.38600000
10560,1.84360000
10570,1.85180000
10580,1.15130000
10590,1.68620000
10600,1.93000000
10610,1.50000000
10620,1.44960000
10630,1.76470000
10640,0.99630000
10650,1.49480000
10660,1.45930000
10670,1.45710000
10680,1.79910000
10690,1.40350000
10700,2.20460000
10710,2.10630000
10720,1.16910000
10730,1.78330000
10740,1.50910000
10750,0.64890000
10760,1.57600000
10770,1.36240000
10780,1.39950000
10790,1.00550000
10800,1.63560000
10810,1.49520000
10820,1.58150000
10830,2.05100000
10840,1.39560000
10850,1.13560000
10860,1.17360000
10870,1.21110000
10880,0.92290000
10890,1.31760000
10900,1.83810000
10910,2.05240000
10920,1.37060000
10930,1.25090000
10940,1.29100000
10950,1.80860000
10960,1.24750000
10970,2.07950000
10980,1.37030000
10990,0.99290000
11000,1.97390000
11010,1.74510000
11020,1.30990000
11030,1.43150000
11040,1.58740000
11050,0.75290000
11060,1.21430000
11070,1.79530000
11080,1.56250000
11090,1.01040000
11100,1.83600000
11110,1.10040000
11120,2.19600000
11130,1.42910000
11140,1.30220000
11150,1.18510000
11160,1.40650000
11170,1.18200000
11180,1.00670000
11190,1.38280000
11200,1.74660000
11210,1.92920000
11220,1.79990000
11230,1.90630000
11240,1.76620000
11250,1.42280000
11260,2.17940000
11270,1.74040000
11280,0.93650000
11290,1.50530000
11300,1.04390000
11310,1.17500000
11320,1.94470000
11330,1.12440000
11340,1.04000000
11350,1.53960000
11360,1.16600000
11370,1.42580000
11380,1.15820000
11390,1.71890000
11400,1.30820000
11410,2.20600000
11420,1.04160000
11430,2.03420000
11440,1.67160000
11450,1.12530000
11460,1.49560000
11470,1.24410000
11480,1.72220000
11490,1.61340000
11500,1.17650000
11510,1.57740000
11520,1.82200000
11530,1.10460000
11540,1.69860000
11550,1.25730000
11560,1.74010000
11570,1.87350000
11580,0.94550000
11590,1.07870000
11600,1.80590000
11610,1.19210000
11620,1.26380000
11630,1.72960000
11640,1.85380000
11650,1.25590000
11660,1.51250000
11670,1.48250000
11680,1.33240000
11690,0.71430000
11700,1.93970000
11710,1.31080000
11720,1.12350000
11730,1.14270000
11740,1.47080000
11750,1.24060000
11760,1.79450000
11770,1.73820000
11780,1.21140000
11790,1.80400000
11800,2.08200000
11810,1.26970000
11820,2.07270000
11830,1.13180000
11840,1.63790000
11850,1.18680000
11860,1.30210000
11870,1.18040000
11880,1.36840000
11890,2.23670000
11900,2.01710000
11910,1.38410000
11920,1.82150000
11930,1.20920000
11940,1.64650000
11950,0.94800000
11960,1.77380000
11970,1.95180000
11980,1.27580000
11990,2.28060000
12000,1.69030000
12010,1.74420000
12020,1.38590000
12030,1.57940000
12040,0.97410000
12050,1.40180000
12060,0.88250000
12070,2.19950000
12080,1.37570000
12090,0.98080000
12100,1.86540000
12110,1.57620000
12120,1.56510000
12130,1.50400000
12140,1.95160000
12150,1.54890000
12160,1.37110000
12170,1.72940000
12180,1.31670000
12190,1.79920000
12200,1.58750000
12210,1.34030000
12220,0.70260000
12230,1.58270000
12240,1.79570000
12250,2.02780000
12260,1.59920000
12270,1.62060000
12280,1.96000000
12290,1.65450000
12300,1.18310000
12310,1.64090000
12320,1.35320000
12330,1.07010000
12340,1.37530000
12350,1.34130000
12360,1.46010000
12370,1.46310000
12380,1.28320000
12390,1.29540000
12400,1.61280000
12410,0.87470000
12420,0.91140000
12430,1.10290000
12440,1.61050000
12450,0.90630000
12460,1.45430000
12470,1.85560000
12480,1.40030000
12490,1.10340000
12500,1.12130000
12510,1.72420000
12520,1.36760000
12530,1.97690000
12540,1.23330000
12550,1.79000000
12560,1.13530000
12570,0.85870000
12580,0.74750000
12590,2.09340000
12600,1.62090000
12610,1.21960000
12620,1.10650000
12630,1.30780000
12640,1.59490000
12650,1.07110000
12660,1.53990000
12670,1.49800000
12680,2.49560000
12690,1.88030000
12700,0.91450000
12710,1.93680000
12720,1.83700000
12730,1.75590000
12740,1.39960000
12750,1.67710000
12760,1.51780000
12770,2.07300000
12780,1.63830000
12790,1.57830000
12800,1.80470000
12810,1.43340000
12820,1.35370000
12830,1.94620000
12840,1.65790000
12850,1.30770000
12860,0.99530000
12870,1.30980000
12880,1.18090000
12890,1.60910000
12900,1.90210000
12910,0.76580000
12920,1.67930000
12930,1.33500000
12940,1.88180000
12950,1.19380000
12960,1.86280000
12970,1.36650000
12980,1.93710000
12990,1.83060000
13000,1.37250000
13010,1.52330000
13020,0.99120000
13030,1.82120000
13040,2.00480000
13050,1.39010000
13060,1.45990000
13070,1.37300000
13080,1.75670000
13090,1.05860000
13100,1.45510000
13110,1.74260000
13120,1.35350000
13130,1.40690000
13140,1.43390000
13150,0.94480000
13160,2.07640000
13170,1.63620000
13180,1.99620000
13190,1.66120000
13200,1.45450000
13210,1.41080000
13220,2.46590000
13230,1.25870000
13240,1.25940000
13250,1.48340000
13260,1.56070000
13270,1.75960000
13280,1.44000000
13290,1.48420000
13300,1.34820000
13310,1.08660000
13320,1.33790000
13330,0.95270000
13340,0.90520000
13350,1.46660000
13360,1.18470000
13370,0.90860000
13380,1.44070000
13390,1.11540000
13400,1.65160000
13410,2.60250000
13420,1.81680000
13430,1.82010000
13440,0.83940000
13450,0.98670000
13460,1.44430000
13470,1.26980000
13480,1.38290000
13490,0.65130000
13500,1.44230000
13510,1.61040000
13520,1.79060000
13530,1.69620000
13540,1.70840000
13550,1.55890000
13560,1.45220000
13570,1.77570000
13580,1.37600000
13590,1.52380000
13600,1.77930000
13610,2.59440000
13620,1.06760000
13630,1.65300000
13640,1.67020000
13650,1.37910000
13660,0.98610000
13670,1.25880000
13680,1.58700000
13690,1.81940000
13700,0.98010000
13710,1.37150000
13720,1.50810000
13730,1.86310000
13740,1.75150000
13750,0.92160000
13760,1.46750000
13770,1.35130000
13780,0.72170000
13790,1.83480000
13800,1.26580000
13810,0.98510000
13820,1.45140000
13830,1.60660000
13840,1.47890000
13850,1.59380000
13860,1.20190000
13870,1.61700000
13880,1.28560000
13890,0.84250000
13900,1.73400000
13910,1.58620000
13920,1.16140000
13930,1.91730000
13940,1.78050000
13950,1.91510000
13960,2.13640000
13970,0.87400000
13980,1.37140000
13990,2.22290000
14000,1.28890000
14010,1.27540000
14020,1.36160000
14030,1.72840000
14040,1.49800000
14050,1.59870000
14060,2.06110000
14070,1.47020000
14080,1.13620000
14090,2.32460000
14100,1.07890000
14110,1.84030000
14120,1.59670000
14130,1.45110000
14140,1.27030000
14150,1.63790000
14160,1.37380000
14170,1.36940000
14180,1.47190000
14190,1.03030000
14200,1.00040000
14210,1.63390000
14220,0.92310000
14230,1.50100000
14240,1.00690000
14250,1.34790000
14260,1.55870000
14270,1.56900000
14280,1.52500000
14290,2.44330000
14300,1.17920000
14310,1.61980000
14320,1.45460000
14330,1.64000000
14340,1.81600000
14350,1.39440000
14360,2.11970000
14370,1.09350000
14380,1.34320000
14390,1.93030000
14400,2.27320000
14410,1.47190000
14420,1.66170000
14430,1.32860000
14440,1.03520000
14450,1.12630000
14460,2.18640000
14470,2.39630000
14480,1.17190000
14490,1.99210000
14500,0.93820000
14510,1.48110000
14520,1.63080000
14530,1.55530000
14540,1.70660000
14550,1.77780000
14560,1.28440000
14570,1.74880000
14580,1.30130000
14590,1.36030000
14600,1.35230000
14610,1.14060000
14620,1.74040000
14630,1.21160000
14640,1.10860000
14650,0.92620000
14660,1.82050000
14670,1.64400000
14680,1.23070000
14690,1.25140000
14700,2.45220000
14710,1.31680000
14720,1.50690000
14730,1.22110000
14740,1.46070000
14750,1.21370000
14760,1.25270000
14770,1.32890000
14780,1.80680000
14790,1.22790000
14800,2.32500000
14810,1.68990000
14820,1.87540000
14830,1.48160000
14840,1.58200000
14850,1.13320000
14860,1.43520000
14870,1.37910000
14880,1.48910000
14890,0.75720000
14900,1.54280000
14910,1.20220000
14920,1.22490000
14930,0.90070000
14940,1.24260000
14950,0.80000000
14960,1.76260000
14970,1.09060000
14980,2.01660000
14990,0.76610000
15000,2.01720000
15010,1.46360000
15020,1.79560000
15030,1.54940000
15040,1.33460000
15050,1.00130000
15060,1.16670000
15070,2.06160000
15080,1.50480000
15090,1.71520000
15100,0.81920000
15110,1.62200000
15120,1.22320000
15130,0.98440000
15140,1.28030000
15150,1.36640000
15160,0.98840000
15170,1.15090000
15180,0.83410000
15190,1.43460000
15200,1.07400000
15210,0.77140000
15220,1.79440000
15230,1.98160000
15240,1.36710000
15250,1.04640000
15260,1.40260000
15270,1.55270000
15280,1.58220000
15290,0.95540000
15300,1.88600000
15310,1.18860000
15320,0.96080000
15330,1.84750000
15340,1.29170000
15350,1.17330000
15360,1.44360000
15370,1.36270000
15380,1.42110000
15390,1.37490000
15400,1.59770000
15410,1.54630000
15420,1.40270000
15430,1.80900000
15440,1.15450000
15450,1.89390000
15460,1.95410000
15470,1.71860000
15480,2.13440000
15490,1.35820000
15500,1.52170000
15510,1.76330000
15520,0.97740000
15530,2.11780000
15540,1.77560000
15550,1.57860000
15560,1.19760000
15570,1.75730000
15580,1.85770000
15590,1.12500000
15600,1.30870000
15610,1.87110000
15620,1.21490000
15630,0.88250000
15640,1.08130000
15650,1.56220000
