step,loss
15650,5.26060000
15660,6.25790000
15670,5.66520000
15680,5.47400000
15690,6.09890000
15700,5.28920000
15710,6.39160000
15720,5.75170000
15730,6.11600000
15740,6.20830000
15750,5.84970000
15760,6.92910000
15770,5.43990000
15780,5.73360000
15790,5.41030000
15800,5.75410000
15810,5.25870000
15820,6.22590000
15830,6.91460000
15840,6.43720000
15850,5.69010000
15860,5.76560000
15870,4.37430000
15880,4.92950000
15890,6.16500000
15900,5.37120000
15910,4.96500000
15920,5.64750000
15930,6.43350000
15940,6.24800000
15950,5.75680000
15960,4.62880000
15970,5.35080000
15980,5.68630000
15990,4.85570000
16000,4.99380000
16010,6.41360000
16020,4.90250000
16030,6.60200000
16040,6.34520000
16050,5.46200000
16060,5.09660000
16070,6.48450000
16080,5.03330000
16090,5.98450000
16100,7.51130000
16110,6.16400000
16120,6.27390000
16130,5.67380000
16140,5.61130000
16150,6.57740000
16160,5.00450000
16170,7.37730000
16180,6.39110000
16190,5.00350000
16200,5.59640000
16210,5.02750000
16220,5.35450000
16230,5.54710000
16240,5.29600000
16250,6.87430000
16260,5.88300000
16270,5.90630000
16280,4.99070000
16290,5.84400000
16300,5.25750000
16310,5.35930000
16320,4.94100000
16330,6.10820000
16340,4.57890000
16350,5.60260000
16360,5.54230000
16370,5.89160000
16380,6.56240000
16390,5.95410000
16400,5.97310000
16410,4.76490000
16420,6.23490000
16430,4.82850000
16440,5.80290000
16450,5.79060000
16460,5.59040000
16470,5.13640000
16480,4.29320000
16490,4.08100000
16500,6.22170000
16510,4.32340000
16520,6.61090000
16530,4.94520000
16540,5.61270000
16550,4.58590000
16560,4.80570000
16570,4.80640000
16580,5.03220000
16590,6.33450000
16600,4.92190000
16610,4.92340000
16620,4.53990000
16630,4.59380000
16640,4.93370000
16650,5.52340000
16660,4.98890000
16670,6.64830000
16680,5.99070000
16690,4.61090000
16700,6.20310000
16710,4.47060000
16720,4.99500000
16730,4.95740000
16740,6.48500000
16750,6.91310000
16760,4.81230000
16770,5.89410000
16780,6.56000000
16790,4.93310000
16800,6.18350000
16810,5.62560000
16820,4.65060000
16830,6.29180000
16840,5.82460000
16850,5.51480000
16860,4.80030000
16870,5.60000000
16880,6.65750000
16890,6.11800000
16900,5.31110000
16910,5.25120000
16920,5.61580000
16930,6.29980000
16940,5.57690000
16950,4.81090000
16960,6.72720000
16970,4.91560000
16980,5.45890000
16990,7.57840000
17000,4.71350000
17010,5.33500000
17020,5.07300000
17030,4.93130000
17040,5.81650000
17050,6.40540000
17060,5.89450000
17070,5.02890000
17080,5.19420000
17090,5.76750000
17100,5.49090000
17110,4.04560000
17120,4.97030000
17130,4.67940000
17140,6.27330000
17150,5.52720000
17160,6.78480000
17170,5.02880000
17180,6.48980000
17190,6.18270000
17200,5.70060000
17210,4.63510000
17220,5.49470000
17230,5.19630000
17240,5.24630000
17250,4.11160000
17260,7.47500000
17270,8.05150000
17280,6.33750000
17290,5.74840000
17300,7.00760000
17310,5.59680000
17320,6.31330000
17330,5.74460000
17340,5.78310000
17350,5.36070000
17360,4.53890000
17370,6.18230000
17380,6.57200000
17390,6.28840000
17400,5.49270000
17410,5.04300000
17420,3.65090000
17430,6.93700000
17440,6.65630000
17450,5.96880000
17460,5.88380000
17470,7.01070000
17480,5.61650000
17490,5.89310000
17500,4.71420000
17510,6.00180000
17520,5.08300000
17530,4.39900000
17540,4.69300000
17550,6.34160000
17560,6.30860000
17570,5.12720000
17580,5.43420000
17590,5.67470000
17600,5.91810000
17610,5.20270000
17620,4.89340000
17630,6.34870000
17640,6.91850000
17650,6.38040000
17660,7.20540000
17670,5.18700000
17680,5.59170000
17690,6.01820000
17700,4.22150000
17710,5.14670000
17720,6.25600000
17730,4.82970000
17740,5.78040000
17750,5.17470000
17760,5.13000000
17770,4.57420000
17780,6.27010000
17790,5.29590000
17800,4.40430000
17810,5.01270000
17820,4.14200000
17830,5.91820000
17840,6.17140000
17850,6.29710000
17860,5.64690000
17870,4.88760000
17880,5.95060000
17890,4.84450000
17900,5.90910000
17910,3.81840000
17920,3.98680000
17930,6.29900000
17940,5.02290000
17950,5.42970000
17960,5.51170000
17970,5.89730000
17980,5.81570000
17990,5.40710000
18000,5.33000000
18010,7.09370000
18020,5.74790000
18030,4.69890000
18040,5.14290000
18050,5.31910000
18060,5.11590000
18070,5.82580000
18080,4.92960000
18090,7.31030000
18100,5.38490000
18110,6.12720000
18120,5.72180000
18130,5.08900000
18140,5.22290000
18150,5.46600000
18160,3.41400000
18170,5.48160000
18180,5.22320000
18190,6.47160000
18200,5.41340000
18210,6.70430000
18220,5.30890000
18230,6.87570000
18240,6.01670000
18250,5.07430000
18260,5.12560000
18270,5.78300000
18280,4.84690000
18290,5.69560000
18300,4.96610000
18310,4.28870000
18320,4.26990000
18330,5.20520000
18340,5.38030000
18350,4.82880000
18360,5.14690000
18370,4.84460000
18380,5.53430000
18390,5.16700000
18400,6.14230000
18410,6.08530000
18420,5.18000000
18430,4.55920000
18440,5.90790000
18450,4.83770000
18460,6.26230000
18470,5.53180000
18480,6.11800000
18490,6.19170000
18500,5.37580000
18510,4.65090000
18520,6.47110000
18530,5.55610000
18540,6.12350000
18550,6.78070000
18560,6.37450000
18570,5.70150000
18580,5.50140000
18590,7.20890000
18600,5.11680000
18610,4.77250000
18620,5.04050000
18630,6.40970000
18640,5.23510000
18650,4.81390000
18660,5.78430000
18670,5.54730000
18680,6.54290000
18690,4.69610000
18700,5.27510000
18710,6.11570000
18720,5.60610000
18730,5.93740000
18740,5.46250000
18750,5.60940000
18760,5.59770000
18770,6.76000000
18780,5.33280000
18790,4.51710000
18800,7.34400000
18810,5.29390000
18820,5.44440000
18830,6.18040000
18840,5.21340000
18850,4.75870000
18860,5.93720000
18870,4.69110000
18880,4.51960000
18890,5.72910000
18900,5.58690000
18910,5.54960000
18920,5.83840000
18930,6.35690000
18940,5.56110000
18950,5.42390000
18960,6.96590000
18970,6.57130000
18980,4.82620000
18990,6.39630000
19000,5.52150000
19010,4.62050000
19020,4.57600000
19030,5.16380000
19040,5.90160000
19050,5.08550000
19060,5.91830000
19070,3.77540000
19080,6.82970000
19090,5.53410000
19100,5.99660000
19110,5.00900000
19120,6.55190000
19130,4.89820000
19140,5.53730000
19150,4.89490000
19160,4.97710000
19170,5.23070000
19180,6.67130000
19190,5.93920000
19200,5.62180000
19210,6.03220000
19220,5.76130000
19230,6.42730000
19240,4.57900000
19250,3.95970000
19260,6.16660000
19270,6.11830000
19280,5.70390000
19290,5.00490000
19300,5.22520000
19310,4.13960000
19320,5.85240000
19330,5.82110000
19340,5.73150000
19350,6.42500000
19360,4.78900000
19370,6.05510000
19380,6.04040000
19390,4.24480000
19400,5.23390000
19410,5.15120000
19420,4.72040000
19430,4.52640000
19440,6.76050000
19450,5.43270000
19460,6.54590000
19470,6.13580000
19480,5.50830000
19490,6.31960000
19500,6.01060000
19510,5.75460000
19520,4.59720000
19530,5.26490000
19540,6.49000000
19550,5.75310000
19560,5.73300000
19570,7.61990000
19580,6.20960000
19590,6.31280000
19600,6.30190000
19610,4.95800000
19620,5.42480000
19630,5.19330000
19640,6.89860000
19650,5.91800000
19660,3.70400000
19670,5.03990000
19680,6.52910000
19690,5.95840000
19700,7.08700000
19710,5.15390000
19720,5.31360000
19730,5.95740000
19740,4.69090000
19750,4.88130000
19760,6.13000000
19770,5.45370000
19780,6.23540000
19790,3.37130000
19800,5.44370000
19810,5.90340000
19820,5.42510000
19830,6.14560000
19840,6.09160000
19850,5.06400000
19860,6.76100000
19870,5.77080000
19880,4.27820000
19890,4.91060000
19900,4.92020000
19910,4.98760000
19920,5.61050000
19930,5.43830000
19940,5.52430000
19950,4.75420000
19960,5.57700000
19970,6.14190000
19980,6.63030000
19990,7.40160000
20000,5.40510000
